date,cash,portfolio_value,positions
2025-07-31 00:00:00-04:00,4565.381265777588,15429.189544677734,3
2025-08-01 00:00:00-04:00,4565.381265777588,9884.847818511964,3
2025-08-04 00:00:00-04:00,3589.2060993804935,10947.57786001587,3
2025-08-05 00:00:00-04:00,2809.7474267120365,10716.857100357056,3
2025-08-06 00:00:00-04:00,2220.889167709351,10663.791890823364,3
2025-08-07 00:00:00-04:00,1387.455431320191,10984.692832870483,3
2025-08-08 00:00:00-04:00,956.5149115448004,10818.595247604371,3
2025-08-11 00:00:00-04:00,729.1077388763433,10576.135883224488,3
2025-08-12 00:00:00-04:00,729.1077388763433,10462.101757431032,3
2025-08-13 00:00:00-04:00,729.1077388763433,10464.684856796266,3
2025-08-14 00:00:00-04:00,729.1077388763433,10483.135265731813,3
2025-08-15 00:00:00-04:00,729.1077388763433,10478.296398544313,3
2025-08-18 00:00:00-04:00,729.1077388763433,10449.101574325563,3
2025-08-19 00:00:00-04:00,729.1077388763433,10379.407909774782,3
2025-08-20 00:00:00-04:00,729.1077388763433,10244.977856063844,3
2025-08-21 00:00:00-04:00,729.1077388763433,10234.72761192322,3
2025-08-22 00:00:00-04:00,729.1077388763433,10428.937603378297,3
2025-08-25 00:00:00-04:00,729.1077388763433,10463.227947616579,3
2025-08-26 00:00:00-04:00,729.1077388763433,10461.267712020875,3
2025-08-27 00:00:00-04:00,729.1077388763433,10501.727703475954,3
2025-08-28 00:00:00-04:00,729.1077388763433,10635.067730331422,3
2025-08-29 00:00:00-04:00,729.1077388763433,10647.437817001344,3
